iter	RMSE
0	0.1514665275
1	0.138362138
2	0.1268760953
3	0.1168273953
4	0.108075462
5	0.1004241532
6	0.09386258899
7	0.08811954071
8	0.0830325606
9	0.07875300271
10	0.07509734403
11	0.07201805953
12	0.06945095293
13	0.06727984479
14	0.06546897756
15	0.06396657649
16	0.06272443754
17	0.06169725419
18	0.06085116832
19	0.06015898791
20	0.05958114714
21	0.0590988058
22	0.05869639651
23	0.05836724839
24	0.05810501952
25	0.0578760443
26	0.05768777288
27	0.05753244567
28	0.05740473723
29	0.05730302031
30	0.05721037892
31	0.05713652809
32	0.05707547057
33	0.05702088413
34	0.05696964472
35	0.05692512742
36	0.05688635144
37	0.05684969841
38	0.056820921
39	0.05678952409
40	0.05676820136
41	0.05674199764
42	0.05671765353
43	0.05670123509
44	0.05668433992
45	0.05667247603
46	0.05665317067
47	0.05663831216
48	0.0566233477
49	0.05660811196
50	0.05659688273
51	0.05658973728
52	0.05658083812
53	0.0565677804
54	0.05655892023
55	0.05654890587
56	0.05654004161
57	0.05652944525
58	0.05652411944
59	0.05651916746
60	0.05651231296
61	0.05650243966
62	0.05649983301
63	0.05649598376
64	0.05648922336
65	0.05648275622
66	0.05647827618
67	0.05647544312
68	0.05646956745
69	0.05646520326
70	0.05645955057
71	0.05645034781
72	0.05644684942
73	0.05644375615
74	0.05643855154
75	0.05643668058
76	0.05643400226
77	0.05643025443
78	0.05642587002
79	0.0564226682
80	0.05641821058
81	0.05641545865
82	0.05640965219
83	0.05640507693
84	0.05640148554
85	0.05639904958
86	0.05639525297
87	0.05638986781
88	0.05638691155
89	0.05638480203
90	0.05637861789
91	0.05637546364
92	0.05637251053
93	0.05637026347
94	0.05636752467
95	0.05636567384
96	0.05636042149
97	0.05635779664
98	0.05635615169
99	0.05635144677
100	0.0563488674
101	0.05634678912
102	0.05634536036
103	0.05634378451
104	0.05633948702
105	0.0563364773
106	0.0563350383
107	0.05633282854
108	0.05632877275
109	0.0563250692
110	0.05632348948
111	0.05632064871
112	0.05631639733
113	0.05631247028
114	0.05631012214
115	0.05630761814
116	0.05630435661
117	0.05630276964
118	0.05630080425
119	0.05629837247
120	0.0562964305
121	0.05629383678
122	0.05629088469
123	0.05628808081
124	0.05628607202
125	0.05628334266
126	0.05628210343
127	0.05628005981
128	0.05627254629
129	0.05627016454
130	0.05626722123
131	0.0562636244
132	0.05626151409
133	0.05625855427
134	0.056255104
135	0.05624978429
136	0.05624740847
137	0.05624505437
138	0.05624372973
139	0.05624174454
140	0.05623918128
141	0.05623786009
142	0.05623574369
143	0.05623414456
144	0.05622990786
145	0.05622686231
146	0.05622293131
147	0.05622085533
148	0.05621719341
149	0.05621546719
150	0.05621262107
151	0.05620969761
152	0.05620834754
153	0.05620655133
154	0.05620429816
155	0.05620331082
156	0.0562021001
157	0.05620112768
158	0.05619968232
159	0.05619705937
160	0.05619605627
161	0.05619455322
162	0.05619165024
163	0.05618971445
164	0.05618714376
165	0.05618499879
166	0.05618228113
167	0.05618067001
168	0.05617810884
169	0.05617686579
170	0.05617551196
171	0.05617350707
172	0.0561723464
173	0.05617095814
174	0.05616922106
175	0.0561674897
176	0.05616559949
177	0.0561645437
178	0.05616328362
179	0.05616152351
180	0.05615885954
181	0.05615725448
182	0.05615568515
183	0.05615379179
184	0.05615180936
185	0.05614855274
186	0.05614690302
187	0.05614360389
188	0.05614140356
189	0.05613965161
190	0.05613854354
191	0.05613727813
192	0.05613532879
193	0.05613393674
194	0.05613248146
195	0.05612950893
196	0.05612788185
197	0.05612712034
198	0.05612545042
199	0.05612327692
200	0.05612212641
201	0.05611810286
202	0.05611603415
203	0.05611332429
204	0.05611135565
205	0.05610922642
206	0.05610816539
207	0.05610536792
208	0.0561038175
209	0.05610266322
210	0.05610174428
211	0.0561000303
212	0.0560979243
213	0.05609654076
214	0.05609518145
215	0.05609423424
216	0.05609293713
217	0.05609009464
218	0.05608912243
219	0.05608842235
220	0.05608691467
221	0.05608559334
222	0.0560842693
223	0.05608353593
224	0.05608240182
225	0.05608136807
226	0.056080257
227	0.05607898564
228	0.05607777962
229	0.05607679831
230	0.05607523679
231	0.05607445126
232	0.05607331441
233	0.05607223969
234	0.05607071107
235	0.0560694363
236	0.05606733257
237	0.05606617511
238	0.0560636273
239	0.05606278037
240	0.0560619281
241	0.05606068444
242	0.05605980192
243	0.05605913246
244	0.05605771699
245	0.05605676883
246	0.05605538275
247	0.05605373283
248	0.05605271719
249	0.05605167232
250	0.05605070079
251	0.05604898885
252	0.05604584708
253	0.05604422204
254	0.05604310971
255	0.0560416285
256	0.05604033397
257	0.05603922665
258	0.05603814385
259	0.05603663781
260	0.05603534229
261	0.05602989972
262	0.05602910627
263	0.05602796749
264	0.05602635591
265	0.05602543584
266	0.05602377208
267	0.05602247994
268	0.05601999181
269	0.05601902137
270	0.05601821238
271	0.05601750924
272	0.05601682076
273	0.05601604916
274	0.0560151186
275	0.05601413834
276	0.05601344763
277	0.05601205928
278	0.0560108823
279	0.05600992314
280	0.05600835983
281	0.05600771278
282	0.05600681127
283	0.0560060494
284	0.05600465503
285	0.05600393568
286	0.05600287016
287	0.05600194764
288	0.05600089596
289	0.05599951226
290	0.05599882914
291	0.05599786922
292	0.05599672574
293	0.05599606523
294	0.05599511902
295	0.05599448382
296	0.0559936059
297	0.05599220706
298	0.05599121673
299	0.05599023707
300	0.05598884906
301	0.05598765998
302	0.05598639563
303	0.05598550993
304	0.05598410252
305	0.05598251249
306	0.05598079731
307	0.05598008391
308	0.05597898349
309	0.05597800406
310	0.05597667527
311	0.05597609133
312	0.05597522709
313	0.05597428761
314	0.05597345656
315	0.05597144367
316	0.0559707611
317	0.05597002472
318	0.05596887803
319	0.05596811369
320	0.05596713377
321	0.05596601971
322	0.05596507679
323	0.05596410803
324	0.05596292124
325	0.0559620895
326	0.05596107838
327	0.05596004375
328	0.05595908282
329	0.05595809614
330	0.05595710275
331	0.05595619709
332	0.05595513628
333	0.05595400586
334	0.0559525133
335	0.05595205578
336	0.05595110926
337	0.05595011401
338	0.05594898735
339	0.05594792725
340	0.05594669466
341	0.05594527058
342	0.05594436623
343	0.05594075532
344	0.05593996578
345	0.05593903746
346	0.05593831057
347	0.05593667631
348	0.05593229117
349	0.05593139973
350	0.05593063405
351	0.05592999837
352	0.05592930492
353	0.05592864717
354	0.05592794294
355	0.05592700414
356	0.05592521973
357	0.05592347285
358	0.05592289505
359	0.05592190537
360	0.05592114961
361	0.05592025747
362	0.05591892416
363	0.05591796357
