iter	RMSE
364	0.05591700049
365	0.05591627331
366	0.05591531096
367	0.05591412264
368	0.05591276301
369	0.05591183397
370	0.05591067509
371	0.05590969702
372	0.05590898055
373	0.05590844652
374	0.05590749628
375	0.05590647586
376	0.05590555672
377	0.05590510572
378	0.05590419556
379	0.05590255591
380	0.05590196041
381	0.05590138596
382	0.05590051696
383	0.05589939727
384	0.05589859742
385	0.0558976541
386	0.05589622395
387	0.05589482784
388	0.05589406719
389	0.05589351417
390	0.05589266007
391	0.0558917265
392	0.05589075555
393	0.05588935275
394	0.05588859264
395	0.05588766635
396	0.05588590873
397	0.05588506572
398	0.05588381041
399	0.05588265376
400	0.05588151746
401	0.05588098086
402	0.05588038039
403	0.05587860398
404	0.05587743968
405	0.05587661155
406	0.05587530817
407	0.05587433182
408	0.05587326691
409	0.05587249366
410	0.05587129388
411	0.05587033697
412	0.0558698441
413	0.05586927276
414	0.05586814384
415	0.05586736689
416	0.05586661885
417	0.05586551701
418	0.05586485223
419	0.05586430382
420	0.05586079951
421	0.05586014803
422	0.05585922336
423	0.05585820836
424	0.05585691253
425	0.05585611452
426	0.0558555479
427	0.0558546171
428	0.05585365955
429	0.05585277717
430	0.05585179737
431	0.05585095979
432	0.05585018509
433	0.05584950626
434	0.05584875227
435	0.05584773165
436	0.05584676366
437	0.05584573857
438	0.05584497226
439	0.05584419435
440	0.05584326024
441	0.05584202263
442	0.05584108715
443	0.05584033075
444	0.05583958955
445	0.05583854399
446	0.05583761305
447	0.05583667474
448	0.05583575223
449	0.05583494822
450	0.05583408814
451	0.05583295202
452	0.05583233968
453	0.05583152645
454	0.05582911782
455	0.05582776526
456	0.05582678555
457	0.05582615485
458	0.05582527512
459	0.05582312742
460	0.05582254623
461	0.05582170829
462	0.05582087894
463	0.0558191352
464	0.05581854769
465	0.05581763307
466	0.05581699815
467	0.05581595361
468	0.05581514362
469	0.05581414624
470	0.05581369169
471	0.05581295531
472	0.0558121506
473	0.05581141086
474	0.05581087342
475	0.05580819137
476	0.05580723655
477	0.05580636608
478	0.05580560129
479	0.05580394875
480	0.05580327732
481	0.0557999424
482	0.0557989295
483	0.05579791808
484	0.05579569011
485	0.05579486333
486	0.05579357365
487	0.05579266541
488	0.05579207825
489	0.05579119041
490	0.05579060173
491	0.05578984677
492	0.05578855913
493	0.05578788757
494	0.05578705975
495	0.05578623811
496	0.05578497017
497	0.05578425003
498	0.05578295564
499	0.05578205612
500	0.05578106793
501	0.05577881321
502	0.05577773158
503	0.05577634296
504	0.05577563174
505	0.05577364
506	0.05577300581
507	0.05577240368
508	0.05577189469
509	0.0557712071
510	0.05577025403
511	0.055769394
512	0.05576833967
513	0.05576780983
514	0.05576711231
515	0.05576641389
516	0.05576538002
517	0.05576458994
518	0.05576382066
519	0.055762938
520	0.05576205264
521	0.05576136133
522	0.05576086651
523	0.05576023589
524	0.05575951574
525	0.05575859769
526	0.05575813956
527	0.05575743736
528	0.05575676843
529	0.05575598025
530	0.05575491889
531	0.05575316405
532	0.05575252501
533	0.05575185711
534	0.05575077119
535	0.05575017209
536	0.05574958247
537	0.05574889694
538	0.0557481875
539	0.0557474221
540	0.05574680789
541	0.05574556387
542	0.05574488474
543	0.05574407286
544	0.05574321441
545	0.05574210105
546	0.05574093255
547	0.05574014754
548	0.05573953476
549	0.05573874316
550	0.05573785134
551	0.05573736143
552	0.0557366866
553	0.05573580968
554	0.05573446681
555	0.05573374409
556	0.05573291964
557	0.05573188684
558	0.05573106353
559	0.05573038704
560	0.0557297519
561	0.05572920798
562	0.05572740146
563	0.05572705369
564	0.05572632565
565	0.05572562324
566	0.05572477137
567	0.05572404062
568	0.05572332763
569	0.05572247749
570	0.05572172063
571	0.05572071468
572	0.05571970399
573	0.05571924891
574	0.05571848444
575	0.05571772046
576	0.05571714112
577	0.05571652618
578	0.05571564524
579	0.05571517359
580	0.05571434036
581	0.05571330641
582	0.05571249713
583	0.05571185549
584	0.05571085506
585	0.05571017599
586	0.05570934801
587	0.05570791959
588	0.05570686785
589	0.0557057495
590	0.05570495539
591	0.05570394872
592	0.05570327276
593	0.05570248237
594	0.05570165204
595	0.05570078041
596	0.0557000493
597	0.0556991771
598	0.05569865075
599	0.05569782654
600	0.05569730252
601	0.05569634956
602	0.0556956478
603	0.055695014
604	0.05569444174
605	0.05569362226
606	0.0556930653
607	0.05569244634
608	0.05569161321
609	0.05569045305
610	0.05568992366
611	0.05568929996
612	0.05568866694
613	0.05568824275
614	0.05568727938
615	0.05568641818
616	0.05568562771
617	0.05568376156
618	0.0556819627
619	0.0556814053
620	0.0556807018
621	0.05568004748
622	0.05567942007
623	0.05567850215
624	0.05567732987
625	0.05567653882
626	0.05567577282
627	0.0556752663
628	0.055674453
629	0.05567346001
630	0.05567264944
631	0.0556718744
632	0.05567139056
633	0.05567070179
634	0.05566988837
635	0.05566916193
636	0.05566857506
637	0.05566796759
638	0.05566764331
639	0.05566636342
640	0.05566534699
641	0.05566460393
642	0.05566362123
643	0.05566261356
644	0.05566169337
645	0.05566061352
646	0.05566000618
647	0.05565944393
648	0.05565882345
649	0.05565811596
650	0.05565727302
651	0.05565648604
652	0.05565593067
653	0.05565509629
654	0.05565423373
655	0.05565349461
656	0.05565273535
657	0.05565224449
658	0.05565063939
659	0.05565001263
660	0.0556494211
661	0.0556488076
662	0.05564813669
663	0.05564694235
664	0.05564633856
665	0.05564587417
666	0.0556450363
667	0.0556444188
668	0.05564382325
669	0.0556429953
670	0.05564185631
671	0.05564101454
672	0.0556402913
673	0.0556396933
674	0.05563892858
675	0.05563826178
676	0.05563762263
677	0.05563698414
678	0.05563629426
679	0.05563539334
680	0.0556347256
681	0.05563420765
682	0.05563354804
683	0.05563288227
684	0.05563230586
685	0.05563145158
686	0.05563109139
687	0.05563049402
688	0.0556293189
689	0.05562791133
690	0.05562769301
691	0.05562694943
692	0.05562651399
693	0.05562584938
694	0.05562518156
695	0.05562439038
696	0.05562399215
697	0.05562302588
698	0.05562222678
699	0.05562164731
700	0.0556211323
701	0.05562069261
702	0.05562017741
703	0.05561938035
704	0.055618663
705	0.05561779458
706	0.0556172528
707	0.05561656505
708	0.05561591477
709	0.05561494886
710	0.05561427
711	0.05561381691
712	0.05561316714
713	0.05561267976
714	0.05561187656
715	0.05561147279
716	0.05561083017
717	0.05561016773
718	0.05560958215
719	0.05560886494
720	0.05560792987
721	0.05560723396
722	0.05560658466
723	0.05560631506
724	0.05560567245
725	0.05560506414
726	0.0556044651
727	0.05560354135
728	0.055602836
729	0.05560237056
730	0.05560160662
731	0.05560097239
732	0.05559886977
733	0.05559837581
734	0.05559781531
735	0.05559708654
736	0.05559550637
737	0.05559492908
738	0.05559420156
739	0.05559347536
740	0.05559259999
741	0.05559167453
742	0.05559107684
743	0.05559044639
744	0.05558975713
745	0.0555891474
746	0.05558855305
747	0.05558752678
748	0.05558679841
749	0.05558607794
750	0.05558555681
751	0.05558495692
752	0.05558436651
753	0.05558347579
754	0.05558276113
755	0.05558222561
756	0.05558179516
757	0.05558104722
758	0.05558040024
759	0.05557956231
760	0.05557860683
761	0.05557781073
762	0.05557717094
763	0.05557606323
764	0.05557542409
765	0.05557441239
766	0.05557360459
767	0.05557331091
768	0.05557183699
769	0.05557129226
770	0.05557053163
771	0.055569681
772	0.05556905195
773	0.05556824467
774	0.05556749144
775	0.0555667369
776	0.05556602824
777	0.05556509977
778	0.05556451168
779	0.05556413468
780	0.05556340688
781	0.05556283125
782	0.05556204315
783	0.05556115633
784	0.05556040018
785	0.05555945053
786	0.05555867016
787	0.05555743241
788	0.05555635234
789	0.05555566483
790	0.0555550012
791	0.05555441983
792	0.0555538706
793	0.05555335522
794	0.05555291233
795	0.05555240676
796	0.05555165789
797	0.0555509353
798	0.05555038199
799	0.05554975643
800	0.05554889739
801	0.05554841884
802	0.05554740189
803	0.05554593261
804	0.05554521491
805	0.05554455336
806	0.05554404076
807	0.05554362132
808	0.05554315515
809	0.05554249916
810	0.05554121641
811	0.05553797351
812	0.05553723522
813	0.0555367253
814	0.05553608597
815	0.05553574678
816	0.05553497605
817	0.0555341468
818	0.05553354098
819	0.05553284082
820	0.05553203697
821	0.05553129712
822	0.05553074964
823	0.05552984254
824	0.05552916001
825	0.05552857569
826	0.0555279592
827	0.05552732043
828	0.05552648968
829	0.05552513256
830	0.05552458989
831	0.05552383791
832	0.05552338074
833	0.05552270897
834	0.05552229891
835	0.05552173981
836	0.05552111152
837	0.05552068091
838	0.05552001904
839	0.05551928443
840	0.05551861105
841	0.05551759159
842	0.05551698152
843	0.05551630963
844	0.05551566162
845	0.05551501504
846	0.05551420616
847	0.05551344777
848	0.05551296448
849	0.05551222215
850	0.05551161842
851	0.05551104873
852	0.05551042344
853	0.05550960141
854	0.05550897853
855	0.05550851261
856	0.05550766391
857	0.05550714072
858	0.05550615765
859	0.05550532088
860	0.05550437642
861	0.05550371258
862	0.05550305969
863	0.05550233103
864	0.05550180718
865	0.05550125498
866	0.05550074753
867	0.0555001775
868	0.0554994727
869	0.05549847695
870	0.05549761252
871	0.05549709428
872	0.05549645386
873	0.05549583637
874	0.05549529685
875	0.05549414211
876	0.05549338748
877	0.05549278892
878	0.05549201955
879	0.05549148375
880	0.05549091502
881	0.05549035202
882	0.05548958579
883	0.05548891438
884	0.05548821057
885	0.0554875781
886	0.05548678709
887	0.05548631118
888	0.05548555292
889	0.05548478725
890	0.05548408209
891	0.05548346821
892	0.05548259114
893	0.05548186753
894	0.05548105552
895	0.05548063133
896	0.05547990057
897	0.05547948219
898	0.05547898791
899	0.05547841885
900	0.05547801846
901	0.05547741229
902	0.05547679871
903	0.05547608385
904	0.05547539367
905	0.05547470536
906	0.05547361315
907	0.05547297387
908	0.05547174459
909	0.05547107407
910	0.05547061935
911	0.05546992194
912	0.05546933153
913	0.05546869225
914	0.05546754385
915	0.05546678306
916	0.05546608618
917	0.05546527801
918	0.05546458669
919	0.0554637816
920	0.05546303291
921	0.05546246425
922	0.05546176239
923	0.05546141899
924	0.05546077934
925	0.05545998546
926	0.05545724165
927	0.05545556705
928	0.05545502983
929	0.05545429836
930	0.05545339491
931	0.05545253047
932	0.05545190396
933	0.05545120032
934	0.05545042454
